0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
6,0,8,0,9,9,0,0,10,27,9,0,0,26,9,20,9,9,0,0,13,9,15,34,21,24,0,21,0,10,16,0,0,13,0,0,12,0,26,16,0,0,23,23,10,35,10,10,0,0,0,0,0,12,0,14,45,33,32,12,32,14,45,0,0,11,11,0,0,0,21,27,0,0,11,10,9,11,9,31,8,30,21,10,18,15,18,0,10,0,25,0,0,18,0,10,17,0,5,0,
6,8,9,0,19,18,11,0,21,9,0,0,0,0,8,0,8,12,15,0,0,13,13,0,0,13,0,0,21,0,29,24,30,28,12,9,23,0,9,0,22,0,0,30,0,0,11,22,14,16,0,24,41,11,14,0,10,19,15,0,9,37,32,21,8,14,11,28,13,0,0,26,8,18,21,0,0,0,13,0,0,21,28,11,23,0,22,33,28,0,21,0,17,0,0,0,8,8,8,0,
7,8,0,0,25,11,9,0,0,0,10,8,9,0,0,23,0,12,13,35,0,8,9,0,11,20,0,15,22,0,10,0,38,27,0,0,10,10,12,25,19,0,10,64,13,0,12,21,0,0,0,37,10,22,13,0,11,21,0,0,0,11,25,0,0,15,0,9,0,0,52,0,7,48,24,11,0,20,11,10,0,6,10,25,17,0,0,9,0,0,0,5,29,11,21,0,26,17,0,11,
0,6,16,0,0,0,15,32,0,0,0,20,0,17,8,24,0,0,19,21,0,0,0,0,17,23,10,12,20,0,23,8,0,15,23,7,15,29,13,16,0,0,22,13,13,10,27,14,40,22,0,10,17,23,0,21,0,9,27,8,0,13,0,19,13,0,0,25,28,14,11,0,14,0,0,0,23,24,12,15,20,10,10,0,7,0,0,10,27,0,13,0,18,10,0,32,0,7,0,8,
7,0,16,0,0,0,0,8,8,0,9,38,13,0,0,0,11,17,0,11,34,0,8,13,9,7,10,0,13,38,15,10,0,0,21,34,11,14,24,0,37,0,0,11,9,8,45,15,33,0,14,10,13,0,48,18,33,24,24,19,18,0,0,0,0,0,10,12,0,38,13,0,19,9,0,0,22,0,33,0,0,37,17,0,0,8,0,0,13,0,0,6,7,0,8,20,0,4,0,8,
0,7,0,17,0,18,0,0,11,0,27,21,17,0,15,0,0,7,8,11,0,48,0,29,20,43,33,16,11,14,0,0,0,7,15,0,12,25,12,0,0,10,14,6,20,6,51,10,0,0,11,27,0,8,21,19,11,0,0,15,0,25,32,0,10,15,14,19,13,9,0,9,0,9,21,0,7,0,0,16,24,11,0,21,0,11,29,16,8,32,0,0,0,0,10,0,0,21,7,21,
0,7,8,9,10,8,0,20,0,10,11,17,23,22,0,19,11,11,27,32,0,0,0,0,24,13,0,0,37,45,12,26,0,17,21,10,8,13,12,33,0,0,0,37,0,11,0,0,0,0,0,0,0,0,14,14,0,0,0,21,0,7,11,22,0,59,14,0,37,0,0,0,9,12,8,0,9,0,13,0,26,11,9,16,30,21,0,20,8,32,8,0,0,9,27,4,19,27,8,0,
6,0,0,15,0,8,0,11,0,18,0,0,0,0,0,9,18,7,56,0,24,11,10,0,23,8,0,38,33,24,0,23,26,0,14,0,9,8,26,19,11,12,0,24,32,8,0,0,21,23,0,0,10,35,10,0,0,12,0,0,9,0,22,8,29,9,0,8,11,0,12,9,25,38,0,12,0,16,0,13,8,0,15,0,46,0,18,0,9,25,18,9,8,0,10,11,23,7,9,0,
0,0,0,15,33,12,15,12,14,9,0,10,36,0,38,0,16,0,12,0,33,17,41,0,0,0,0,0,8,25,0,25,15,9,24,31,11,0,13,0,12,25,11,0,0,0,0,0,11,0,0,10,0,0,36,8,29,0,16,42,0,0,8,36,19,0,0,0,12,34,14,23,0,24,0,0,32,0,0,25,30,0,13,10,0,12,8,10,27,0,13,11,0,10,18,0,0,6,7,0,
7,25,21,18,10,7,10,14,0,10,11,19,0,20,0,8,17,27,44,12,7,21,29,11,0,14,13,22,0,24,0,10,0,9,0,0,0,0,9,9,8,27,17,0,35,0,0,16,9,0,11,0,0,0,28,0,8,11,14,0,19,14,0,0,24,0,12,12,0,9,0,0,28,0,0,11,0,21,11,19,31,27,7,12,15,0,18,8,6,25,0,12,12,6,16,0,0,19,9,17,
7,0,16,0,16,22,7,30,0,10,21,0,0,17,12,0,28,0,11,0,19,9,22,0,13,27,9,0,0,11,11,49,9,14,13,12,14,43,0,31,25,11,0,12,25,10,0,15,13,9,0,0,0,10,14,23,11,21,17,0,11,9,0,0,0,12,9,18,0,0,19,12,0,23,13,0,26,0,11,12,21,0,11,0,0,26,0,0,10,0,0,10,8,15,10,26,20,6,17,24,
0,7,8,8,9,10,0,30,32,11,0,0,0,10,0,43,9,13,14,10,8,0,8,0,24,12,0,11,27,9,0,0,12,0,0,10,0,8,0,28,21,25,0,0,49,0,28,0,14,11,15,39,23,13,0,0,33,29,21,12,10,8,0,12,0,9,13,0,13,20,28,0,14,0,22,0,22,18,0,9,14,21,0,0,17,8,33,12,0,0,0,9,25,8,0,0,24,4,0,11,
22,9,0,9,0,0,8,12,10,19,10,32,17,14,0,0,18,0,0,15,24,23,12,10,24,12,25,12,0,0,11,26,16,8,0,21,0,10,12,16,0,8,46,0,0,24,9,10,10,45,12,18,20,23,13,11,14,7,11,12,0,0,37,9,0,0,8,0,30,19,0,12,0,12,0,20,0,0,7,0,0,0,15,17,9,8,0,27,0,11,9,0,14,0,0,18,0,11,5,20,
6,8,0,8,8,8,28,8,24,0,0,11,0,18,0,14,17,19,11,12,0,31,0,11,12,0,29,12,24,12,10,0,12,0,34,0,0,11,11,22,0,0,0,40,0,19,8,13,0,18,24,0,10,0,11,0,33,12,9,13,13,0,55,21,14,0,39,0,25,19,0,0,18,11,0,0,20,0,0,6,11,0,31,8,9,0,14,10,0,11,30,13,23,0,20,0,6,0,9,9,
6,35,10,0,18,0,21,7,10,0,0,10,13,8,0,29,0,0,10,0,12,13,19,12,10,20,22,0,18,0,15,24,21,22,11,11,24,39,0,0,11,22,12,11,45,26,10,0,36,25,0,0,0,6,10,17,0,16,8,0,11,0,0,0,0,31,0,0,34,13,0,23,11,0,15,0,11,15,16,0,0,10,23,6,31,7,0,30,0,0,13,0,9,23,15,17,10,0,0,9,
23,17,0,0,9,10,10,13,0,11,0,9,8,0,35,0,0,9,0,0,0,11,0,0,30,0,24,7,0,32,0,0,20,0,9,10,0,41,0,18,26,9,0,11,9,23,0,30,0,27,0,20,11,0,40,0,0,37,0,8,45,7,0,0,30,8,8,10,0,22,0,0,11,16,10,0,0,14,11,14,11,11,19,5,0,0,0,11,0,11,38,18,10,22,11,24,7,29,0,7,
15,0,26,10,29,0,12,0,18,0,10,16,30,0,10,21,24,11,14,25,11,23,0,38,10,9,18,0,12,30,0,11,21,10,0,0,18,16,13,0,24,17,13,0,0,0,12,12,23,0,9,10,11,0,10,9,16,11,14,0,0,7,0,36,12,56,14,8,0,20,0,13,8,11,0,34,0,0,8,0,0,16,0,0,8,0,16,21,27,8,0,8,0,10,10,9,0,25,0,11,
7,8,0,8,16,0,11,8,9,16,43,11,0,10,0,15,0,0,0,0,23,0,0,15,8,12,28,0,11,10,13,11,13,0,10,0,13,0,11,11,0,13,10,37,0,0,45,0,12,12,9,11,23,0,0,0,0,0,0,9,12,34,29,26,55,25,0,0,35,17,0,0,0,50,21,24,0,10,8,0,10,24,0,20,0,0,0,12,10,8,15,18,23,0,17,9,0,7,8,23,
7,17,0,8,10,8,8,21,11,0,12,0,20,9,0,14,9,20,0,0,36,9,0,0,0,0,24,9,0,8,0,0,10,25,26,9,24,17,26,13,0,0,17,0,9,24,11,12,0,11,17,0,13,0,0,0,18,0,0,20,0,26,10,52,26,11,28,10,59,0,33,0,7,23,0,13,0,9,8,0,0,0,10,13,43,11,0,10,16,25,8,12,0,31,0,0,22,7,9,4,
0,6,0,8,8,0,9,32,0,9,10,0,0,0,18,12,34,30,9,0,9,14,12,13,0,36,0,0,20,39,11,19,13,0,23,0,9,0,0,10,0,14,0,10,24,0,20,0,26,0,0,37,8,11,0,0,17,0,24,0,13,0,0,30,26,0,24,12,38,0,27,13,0,0,0,8,0,0,40,16,0,40,0,0,0,0,28,39,0,0,38,15,15,8,18,15,8,0,0,9,
6,0,8,0,9,0,0,0,10,34,32,0,10,0,0,11,7,0,28,11,0,19,21,18,24,0,0,23,0,26,0,20,10,17,12,23,0,0,0,17,19,0,11,8,17,20,0,20,0,0,14,10,12,12,0,10,22,0,0,45,10,9,0,13,18,33,11,0,0,27,7,14,20,9,8,10,10,8,37,57,0,0,0,16,0,22,6,0,23,8,7,0,9,4,14,0,10,9,0,13,
6,7,15,8,0,9,24,0,19,11,19,9,0,0,24,45,9,12,21,0,19,14,13,21,0,24,0,23,13,0,9,10,0,16,10,23,0,0,0,23,0,0,22,10,21,12,17,15,0,27,9,19,10,0,12,28,12,10,8,20,13,14,8,11,0,0,7,0,0,0,27,19,0,21,12,0,0,0,7,0,36,24,0,0,28,9,0,21,0,10,7,12,20,36,11,0,6,0,11,5,
0,6,0,0,7,0,9,0,0,8,0,31,10,38,22,0,0,0,9,25,11,13,0,11,9,36,11,11,13,0,22,19,8,29,0,9,0,10,16,0,0,11,0,15,21,11,11,13,23,20,14,0,27,11,0,8,13,0,8,13,0,0,0,13,10,0,0,13,29,8,7,0,33,17,24,28,9,23,0,21,32,29,0,9,17,17,0,9,0,17,15,0,0,0,0,32,7,14,0,0,
0,15,18,0,18,10,0,0,10,0,18,22,20,12,13,9,0,13,0,0,23,0,19,0,30,27,9,35,14,0,9,15,0,0,0,8,0,10,0,20,0,10,27,0,30,0,0,20,0,11,0,22,25,15,0,11,0,0,33,0,0,10,20,0,46,0,0,0,0,0,36,11,18,19,29,30,27,0,0,14,0,0,13,22,17,0,20,30,13,0,7,0,14,9,8,8,25,7,11,0,
0,7,8,8,0,0,17,11,15,0,10,13,9,11,22,0,0,0,9,0,25,0,7,0,35,27,38,30,35,0,9,33,12,0,0,14,36,0,0,0,18,17,20,12,12,0,0,21,28,0,11,12,11,9,9,32,13,0,0,0,37,38,12,0,0,44,0,0,11,11,0,28,0,37,47,0,0,0,6,0,0,11,9,0,12,0,10,0,0,9,0,17,10,6,13,23,20,5,0,10,
7,0,0,0,16,18,9,0,22,0,0,0,0,9,21,18,10,23,10,0,15,0,58,12,19,10,36,8,0,44,0,14,0,0,0,12,0,23,0,0,10,21,0,12,14,14,21,10,7,0,0,12,40,22,9,12,0,9,9,15,14,11,0,8,11,0,15,0,0,28,0,18,8,0,0,15,0,21,13,35,6,21,38,10,0,0,0,0,36,14,0,18,11,0,8,44,0,15,8,5,
6,0,8,0,27,0,0,0,0,28,13,20,0,19,28,0,9,27,9,0,12,38,0,10,0,10,19,8,0,0,12,17,29,23,0,9,0,12,16,25,22,0,16,15,0,24,12,26,0,0,8,10,0,0,38,8,28,10,16,37,9,0,0,10,10,0,27,0,23,0,11,0,21,0,24,0,8,0,7,10,11,0,41,0,7,0,20,0,18,0,0,38,0,0,26,10,11,6,10,12,
7,15,10,17,11,9,12,12,0,9,0,0,19,15,51,11,25,0,12,10,0,0,0,13,0,9,0,11,0,13,0,0,10,0,17,32,0,10,0,12,0,11,0,0,0,0,24,11,0,25,36,0,36,0,44,11,14,24,13,20,0,0,34,17,24,0,8,18,0,9,0,12,17,20,0,7,11,0,23,16,14,0,20,7,0,0,10,25,0,24,0,0,19,19,10,16,7,29,9,8,
0,15,0,8,9,0,21,0,0,0,10,22,20,19,11,18,15,10,0,10,0,22,0,13,24,7,12,24,27,0,0,12,9,11,0,31,31,28,18,0,33,0,0,20,0,11,22,0,19,14,32,0,9,8,9,11,18,0,0,0,13,0,12,25,0,31,12,11,14,11,10,22,11,0,10,29,0,0,0,7,8,9,12,8,20,0,0,0,0,13,13,9,19,0,0,52,0,23,8,20,
7,8,9,0,10,0,8,12,8,0,12,0,30,11,0,0,21,9,13,22,0,10,10,22,10,22,0,24,30,31,10,9,23,0,0,0,35,13,12,23,31,32,46,0,9,7,12,25,0,0,0,0,10,13,0,25,16,11,0,0,0,17,57,0,9,12,8,0,14,0,0,9,0,0,0,23,13,9,10,22,35,16,28,0,0,0,0,0,5,11,10,0,0,6,0,23,18,0,0,6,
15,7,0,0,0,30,10,0,0,31,0,18,0,0,0,11,0,9,11,10,21,7,12,11,8,12,16,0,12,0,12,8,0,0,10,0,0,26,19,16,12,0,24,0,38,21,0,0,8,0,50,0,21,21,15,0,21,7,9,0,0,0,23,42,11,14,12,25,26,16,23,25,0,0,23,31,13,25,11,0,0,22,15,23,0,11,8,0,17,0,12,0,7,11,0,0,5,0,0,22,
0,42,15,0,0,0,17,9,32,0,19,8,24,0,21,10,12,8,0,15,12,13,0,0,10,12,19,24,0,0,0,27,0,32,8,8,16,0,28,10,10,0,7,12,0,0,0,23,0,11,13,14,9,9,11,8,7,24,43,0,0,0,24,11,10,30,0,10,12,9,0,0,15,20,25,14,0,0,8,0,56,25,0,0,10,0,10,0,0,26,16,27,33,0,0,0,31,4,7,0,
0,6,17,9,28,0,0,10,12,20,11,9,33,45,10,10,38,19,0,9,38,9,20,11,10,0,11,0,0,0,26,25,13,0,0,0,10,12,0,9,22,26,0,10,9,11,23,0,21,24,0,12,19,20,43,20,0,0,10,28,9,16,28,9,28,9,0,44,0,0,0,0,0,0,0,0,0,12,0,21,0,13,10,0,0,0,0,20,27,0,0,0,0,0,0,41,13,0,8,0,
6,0,8,28,0,0,0,8,21,12,19,21,0,24,0,0,8,43,10,14,0,28,0,0,52,0,23,0,11,21,10,0,0,0,38,12,25,12,19,9,0,14,26,35,0,36,13,0,0,17,9,22,0,0,20,10,11,25,0,0,0,0,0,25,0,0,10,0,0,39,11,8,12,25,9,12,36,11,14,0,0,0,20,18,12,8,10,0,0,17,12,10,18,0,0,9,0,13,0,0,
6,8,9,16,0,0,19,0,11,11,34,10,30,0,0,21,8,22,22,0,40,0,0,8,10,13,0,0,8,9,0,28,10,0,12,22,9,0,14,11,0,19,19,15,0,12,0,0,0,12,0,0,20,28,35,33,32,0,0,15,10,0,39,0,25,21,10,11,11,12,35,0,12,0,25,0,0,21,43,17,9,0,7,18,6,0,27,0,0,0,9,10,0,18,8,0,15,3,0,5,
0,14,0,9,9,0,0,0,10,0,0,0,19,31,30,0,0,24,12,9,9,0,10,10,8,25,9,28,21,35,0,11,11,0,0,21,23,0,10,0,26,0,0,12,13,0,7,25,12,10,10,8,33,0,12,0,38,0,0,0,9,22,0,0,10,11,19,0,13,38,8,37,37,22,9,0,7,31,0,0,0,29,9,12,12,12,10,0,40,0,0,7,6,13,0,8,10,0,7,26,
15,0,0,19,0,7,10,0,0,7,0,11,9,0,56,12,12,0,20,26,0,0,9,0,22,0,12,12,12,10,49,0,14,26,0,10,11,18,0,23,21,8,16,0,21,10,24,19,47,27,20,0,0,10,0,19,13,10,16,0,8,11,39,19,41,10,10,11,31,0,0,11,0,9,0,0,12,8,0,0,6,12,7,6,13,7,0,0,12,10,22,11,9,0,15,0,9,0,12,4,
14,17,11,0,8,0,0,9,8,8,0,48,0,10,0,12,22,0,0,9,22,8,0,25,0,0,11,12,13,0,33,11,0,0,15,11,20,0,14,23,0,0,0,0,12,0,11,24,25,31,19,36,33,18,25,19,27,0,0,18,22,0,22,9,12,11,12,46,16,18,18,0,0,10,19,0,0,17,37,11,10,0,0,6,0,8,0,12,0,0,11,16,10,0,0,7,0,9,8,9,
0,0,6,0,0,33,0,24,30,0,0,24,0,0,0,0,13,11,12,19,11,14,0,8,0,12,13,0,9,0,24,9,0,12,0,0,0,7,20,0,0,13,30,32,26,10,0,19,0,24,21,23,0,15,30,9,0,10,0,26,0,19,24,18,0,0,0,39,0,11,0,0,21,11,0,23,61,0,13,0,27,0,23,16,29,0,0,16,0,21,13,13,18,0,11,0,0,25,21,7,
0,0,0,7,0,7,0,8,8,0,31,22,19,0,20,11,0,16,38,9,22,10,0,0,20,0,15,19,11,0,13,13,0,12,15,0,10,9,28,31,34,10,0,15,21,0,0,14,0,22,0,25,0,0,0,5,30,10,0,48,34,17,10,10,14,0,0,25,0,0,10,10,0,0,32,19,0,0,22,10,36,0,0,41,11,0,8,0,11,0,0,0,9,7,9,7,19,7,16,6,
0,0,7,16,0,17,11,26,12,0,12,17,11,19,0,0,20,14,0,25,0,14,9,21,7,0,13,26,8,9,0,0,12,0,10,17,16,12,29,15,0,37,13,12,0,11,0,13,9,23,0,22,0,10,0,23,0,0,11,20,32,0,30,29,26,0,0,33,7,12,0,23,22,23,0,12,12,8,0,0,0,16,7,9,0,35,16,0,13,0,16,0,29,0,0,0,23,7,0,0,
0,13,0,9,18,20,0,19,8,0,20,11,0,42,10,11,26,20,14,0,0,35,21,0,0,0,0,0,9,8,0,0,14,14,35,13,9,18,0,20,0,13,10,27,14,0,14,9,13,0,22,21,0,13,21,0,8,18,0,0,13,43,0,9,45,10,0,0,0,48,9,0,9,34,0,0,0,8,0,24,27,0,15,11,38,10,0,10,0,0,9,15,24,9,0,8,0,0,0,0,
0,24,9,17,0,18,0,34,0,0,10,21,0,19,47,0,0,0,14,8,0,13,11,13,0,14,22,0,13,9,22,10,19,22,26,19,0,25,0,19,15,0,11,25,10,14,15,11,0,0,10,0,24,12,11,0,11,10,0,15,21,0,0,0,12,19,0,10,31,10,19,14,18,31,5,13,10,13,25,23,14,8,9,9,0,0,0,11,0,5,0,0,0,20,0,6,15,6,11,7,
0,15,25,0,11,0,20,8,10,0,22,19,10,0,22,20,12,9,14,21,0,12,25,20,0,26,21,19,0,43,0,0,9,10,0,0,18,0,10,0,0,8,0,0,12,38,36,0,10,13,0,35,27,9,9,34,0,14,0,0,0,46,15,18,0,0,39,17,0,11,22,0,24,0,0,10,6,0,0,8,9,0,0,14,0,0,38,14,0,0,22,16,7,0,23,0,7,21,0,5,
7,0,0,0,14,9,0,0,0,10,11,9,17,22,0,0,35,8,8,12,23,8,31,0,12,0,15,0,0,25,0,13,29,0,0,12,16,19,12,22,12,0,0,8,13,0,11,29,31,0,0,18,24,17,0,32,42,0,0,21,27,0,0,16,0,11,0,17,20,14,0,25,0,33,22,23,0,0,0,0,7,0,21,0,18,0,0,18,6,6,0,37,8,7,0,19,19,0,15,13,
15,15,11,30,12,20,0,0,0,10,10,0,8,0,11,10,14,0,0,0,10,0,11,10,0,0,20,11,0,24,12,0,0,0,9,0,51,0,12,44,11,10,0,24,12,0,35,26,13,0,20,12,42,38,0,8,35,12,13,12,12,9,0,11,31,0,14,11,0,7,0,0,0,10,0,10,38,0,13,10,0,0,14,9,45,0,15,0,27,0,0,11,8,13,0,19,18,7,7,10,
0,7,7,19,0,19,0,0,8,21,0,11,11,17,9,8,13,0,0,0,15,0,20,0,0,9,14,19,9,7,23,9,10,16,0,32,73,18,0,9,24,0,14,11,18,9,24,22,9,11,14,22,0,0,14,36,13,0,30,9,38,0,12,20,12,0,27,0,0,0,0,7,0,9,22,17,0,8,0,0,17,10,22,0,0,0,31,28,10,0,0,8,0,34,0,0,9,6,0,0,
15,0,9,0,9,0,9,0,35,22,22,11,25,10,19,12,0,36,0,0,9,28,0,14,31,40,9,0,0,0,23,0,0,0,13,21,23,0,7,13,14,0,0,34,12,21,0,0,0,13,0,0,16,0,8,11,10,33,15,20,0,0,12,0,22,25,0,7,21,0,16,0,15,13,15,17,0,10,9,0,7,0,0,9,5,0,23,19,13,13,10,7,8,0,0,45,11,7,42,7,
7,0,0,25,0,17,0,0,8,22,11,0,0,10,9,13,20,12,30,42,37,11,21,18,0,0,0,11,34,12,9,0,0,0,53,21,0,0,0,0,0,11,10,0,0,9,13,0,22,10,11,0,35,9,0,0,12,27,0,8,13,9,46,0,8,0,12,0,10,13,0,0,15,0,14,0,10,24,20,0,10,13,17,16,0,34,8,22,0,51,0,13,0,0,19,20,20,16,3,0,
6,16,10,0,7,0,20,19,0,11,10,0,21,30,0,25,0,0,0,9,0,19,25,0,32,12,0,0,19,0,0,20,0,18,8,13,27,23,0,10,25,0,11,13,0,15,0,24,33,0,38,10,29,9,22,11,0,0,15,8,20,18,15,22,16,0,0,11,8,0,0,12,0,16,20,0,0,0,0,10,24,8,16,7,28,9,0,12,28,7,10,0,13,9,23,9,16,0,20,0,
0,6,8,17,9,12,7,12,21,23,0,0,30,31,8,34,15,14,0,19,0,0,13,0,10,11,17,16,21,13,20,0,23,29,12,16,0,0,0,11,9,0,0,0,0,0,9,0,12,11,32,17,11,0,14,30,15,53,48,10,21,18,0,0,0,0,30,17,25,0,0,0,0,0,0,0,0,10,13,14,0,9,8,9,9,17,0,11,0,10,19,0,10,17,19,8,14,8,17,0,
6,7,0,7,10,0,0,0,0,29,0,0,22,9,0,13,10,0,7,11,13,10,0,24,10,10,10,11,24,0,0,9,9,13,14,14,10,9,0,22,16,31,46,0,12,23,11,12,10,0,0,0,20,16,0,0,38,13,20,0,10,0,12,0,18,9,6,0,13,37,18,19,0,12,34,11,13,24,0,0,13,7,12,12,0,18,8,0,17,21,15,0,0,20,0,9,28,19,11,20,
7,0,8,8,10,0,0,39,0,9,0,29,0,22,0,0,21,0,10,0,0,19,7,0,13,0,19,9,11,37,0,23,20,0,25,10,25,0,12,11,35,9,38,0,24,21,0,0,44,0,28,0,0,25,12,13,52,11,0,0,33,11,0,13,0,0,0,13,0,0,0,0,10,0,0,12,49,0,0,26,14,8,21,21,0,0,0,10,22,0,24,10,7,10,6,12,20,0,10,6,
15,17,10,0,0,8,0,0,11,8,0,0,33,0,0,0,0,29,33,14,15,11,22,0,0,13,0,0,22,10,0,0,23,11,21,10,12,12,0,0,0,13,29,0,25,14,0,0,11,0,13,28,21,9,0,10,13,14,20,0,27,0,0,0,0,48,31,40,13,10,7,0,0,16,0,13,14,0,22,9,0,28,0,14,0,0,0,12,28,32,0,38,29,14,20,5,22,0,8,7,
7,0,0,0,0,0,0,17,17,29,10,41,29,0,25,0,17,0,11,10,19,13,21,0,10,0,0,0,11,11,9,0,8,0,9,0,39,0,13,13,0,25,24,11,0,0,15,21,0,12,0,14,0,0,0,0,15,20,15,0,28,12,13,0,23,12,8,0,57,21,0,17,11,10,0,25,12,0,32,17,10,24,41,53,12,0,11,18,0,0,0,15,0,9,8,11,10,0,0,19,
31,8,21,0,12,9,0,9,31,0,0,21,12,0,0,0,0,8,0,21,15,19,24,11,0,0,20,0,0,7,0,12,14,0,35,23,0,17,29,0,0,0,0,0,11,13,33,0,0,40,25,23,0,16,9,10,0,20,11,0,0,10,0,0,15,0,0,0,16,21,0,19,28,39,9,0,10,37,0,0,9,13,30,31,19,22,32,13,0,0,18,0,20,10,8,15,0,18,0,6,
7,0,7,0,18,7,17,0,11,0,31,22,0,8,0,9,0,0,15,9,14,8,0,8,14,18,16,16,10,19,0,10,8,39,0,11,0,0,0,0,0,0,33,0,14,11,13,18,44,14,34,12,21,11,22,9,0,0,0,13,23,16,0,26,0,24,23,0,0,14,36,0,0,9,17,11,0,12,11,0,24,0,0,52,27,0,0,10,27,0,11,18,12,16,0,0,16,10,0,6,
7,16,0,0,0,19,25,12,0,13,9,0,0,11,8,20,0,21,0,0,0,0,0,0,41,27,22,0,13,30,11,25,13,8,25,0,12,56,10,7,24,12,0,0,0,18,9,9,0,27,8,0,13,0,11,0,14,27,0,13,0,0,0,0,0,39,0,22,9,39,11,31,0,0,23,0,0,0,13,0,22,35,18,16,0,9,15,0,0,21,29,46,0,17,5,4,0,13,0,9,
0,22,17,8,0,0,24,14,0,9,13,10,12,9,10,32,7,14,38,19,14,0,22,0,20,10,0,17,0,0,15,0,14,7,11,0,22,12,32,0,0,0,0,0,0,6,0,13,23,16,0,11,38,0,0,24,0,0,9,11,0,23,27,19,23,41,0,11,0,0,19,0,8,17,8,15,15,10,10,0,0,22,0,15,0,9,17,23,0,0,33,11,12,14,7,0,22,16,0,6,
7,17,8,0,0,0,0,0,17,21,0,12,9,31,12,19,0,0,11,9,33,11,13,0,0,33,61,0,13,21,13,11,8,13,0,0,9,0,24,32,0,13,0,0,21,0,0,23,37,0,7,11,0,0,10,0,13,0,22,36,13,15,0,23,9,0,0,17,0,0,0,20,19,0,0,0,0,21,0,0,29,21,24,23,12,14,0,40,0,10,6,14,19,0,11,15,16,10,15,5,
7,15,0,10,0,18,0,0,0,0,0,0,9,10,0,20,10,11,16,11,15,10,0,19,21,22,17,10,0,10,26,10,10,30,20,0,0,7,14,27,39,0,0,0,25,9,0,17,12,0,22,26,32,9,13,22,0,0,11,20,15,30,5,0,23,21,14,0,24,0,34,19,16,22,0,15,9,24,24,9,10,6,31,11,0,12,0,13,0,4,0,0,0,10,0,0,0,0,8,0,
0,14,9,10,19,0,0,21,0,0,0,10,21,0,0,10,28,0,0,12,0,9,18,0,0,29,0,13,0,16,0,11,0,14,40,0,0,10,11,23,0,27,32,9,34,11,23,9,16,32,48,25,19,0,0,27,6,0,0,35,0,24,0,28,9,0,0,14,11,0,7,9,0,0,16,15,0,27,0,19,7,0,13,9,0,10,15,0,8,52,33,8,10,0,0,15,0,7,0,10,
15,16,0,19,16,10,11,12,0,0,55,0,21,0,10,0,8,9,29,21,10,0,0,0,13,20,0,0,0,0,0,0,0,12,0,0,0,9,0,19,0,28,0,0,0,0,27,12,20,13,12,0,21,11,0,27,9,13,10,6,28,0,33,35,20,10,13,0,35,20,23,10,0,14,17,0,0,0,11,11,14,11,25,11,8,34,10,0,17,36,0,0,14,0,0,0,17,9,8,15,
30,0,28,20,0,0,30,0,0,0,12,0,31,0,23,10,12,0,0,0,9,0,29,14,17,25,24,0,35,0,0,11,0,0,31,0,9,8,0,0,0,0,13,0,22,6,53,0,17,0,0,27,0,7,12,0,11,25,0,16,0,0,36,8,0,22,14,19,36,0,10,0,13,0,9,9,0,24,12,0,23,0,9,31,26,0,0,12,21,0,7,20,8,8,14,22,8,13,0,12,
7,0,0,0,17,9,8,26,0,0,20,9,28,12,10,17,20,0,8,0,13,11,24,12,20,0,0,16,0,24,15,52,13,10,22,0,0,18,8,9,24,10,29,15,0,0,24,0,0,25,0,0,9,10,13,0,37,18,14,6,0,11,11,26,0,12,22,0,6,0,0,0,0,27,11,20,13,19,0,21,0,9,9,31,20,13,18,20,28,5,20,10,0,12,0,0,0,0,0,14,
0,14,18,7,9,7,0,21,11,23,0,0,19,19,0,10,11,22,28,23,15,10,9,10,27,0,0,0,0,25,13,11,11,11,23,13,22,10,9,37,11,13,0,0,0,12,12,0,8,35,0,11,10,16,0,24,0,23,11,0,10,9,0,15,0,9,19,20,0,21,23,11,27,0,19,9,30,8,10,0,18,0,7,32,45,0,7,0,0,10,22,0,9,0,6,6,4,0,0,0,
6,8,7,0,0,0,0,10,0,28,10,0,0,21,13,19,31,26,11,10,16,0,43,20,9,0,34,0,13,11,0,0,0,11,11,20,13,13,0,11,15,31,0,0,12,36,19,8,16,0,11,0,17,22,11,0,34,12,0,0,0,19,60,0,0,15,9,0,34,9,9,13,0,12,7,10,23,34,25,0,19,0,18,0,12,0,6,17,0,0,8,14,0,0,0,17,0,5,6,0,
7,7,0,8,0,10,9,0,19,10,10,17,0,32,21,0,0,0,35,35,0,10,13,0,21,11,24,7,0,19,11,0,0,0,13,0,13,0,14,20,9,18,15,0,22,0,9,12,0,12,11,14,0,0,0,16,15,20,0,13,32,17,17,0,9,0,0,10,21,26,28,0,0,23,0,12,24,23,0,0,0,9,9,11,20,9,20,8,13,40,0,22,16,15,0,0,18,0,6,17,
