0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
14,0,9,0,8,0,0,0,21,0,8,10,8,31,0,0,8,19,12,0,35,29,0,13,0,0,0,21,12,23,9,12,0,9,22,0,0,0,14,9,12,0,0,0,24,0,9,10,13,11,19,14,11,27,16,35,15,9,32,13,23,0,0,10,39,38,0,22,26,19,0,14,11,35,0,22,12,32,21,20,32,11,15,18,0,0,12,7,0,16,0,7,0,0,0,11,0,0,0,0,
7,8,9,0,10,9,0,10,9,0,0,8,20,33,0,0,0,23,18,0,60,0,0,0,0,0,35,0,0,30,10,33,0,0,0,0,0,11,14,48,16,0,0,12,20,10,8,22,0,0,25,17,25,13,23,10,15,24,0,27,32,13,11,10,12,0,0,29,11,0,10,12,12,33,17,17,11,25,0,0,15,0,45,0,16,11,11,0,19,0,12,0,0,0,0,6,12,13,7,0,
6,0,0,16,0,0,0,0,10,8,0,56,0,23,10,0,10,11,9,26,9,0,15,0,13,0,20,25,0,0,10,9,24,13,37,0,0,0,7,15,8,0,8,16,13,46,19,0,20,21,12,20,13,36,0,12,0,50,13,0,42,0,0,0,11,25,11,0,52,0,10,10,0,9,0,0,0,0,0,10,0,0,32,0,0,19,0,27,0,0,0,26,18,48,15,21,0,6,3,0,
0,6,0,7,9,8,0,0,28,0,10,12,12,19,0,22,0,0,31,0,0,16,9,10,31,0,0,14,22,0,0,8,0,9,13,8,47,0,0,9,14,27,52,0,32,0,20,0,0,11,12,0,11,0,8,24,15,14,8,9,13,32,33,9,0,9,57,0,18,12,10,0,0,0,31,0,15,21,16,7,0,13,0,0,0,0,30,0,22,21,0,10,22,0,5,10,26,8,0,0,
0,7,0,16,0,26,12,8,0,0,9,10,0,22,0,0,0,11,9,8,17,0,23,0,18,0,11,0,12,28,8,23,0,11,10,11,8,12,13,0,28,18,27,9,12,13,17,0,0,59,10,9,13,10,28,11,0,0,20,12,10,12,16,0,10,15,6,30,14,11,9,0,0,25,0,23,0,6,11,25,9,8,14,12,0,17,22,0,18,13,21,0,0,0,13,13,15,7,16,8,
15,9,0,0,0,0,17,0,8,8,8,22,14,8,21,11,12,34,0,0,26,35,19,21,16,0,0,9,14,0,0,13,10,20,8,0,12,12,0,0,0,28,0,16,20,13,0,9,13,0,0,0,0,13,0,11,12,0,13,23,11,0,49,30,38,10,20,0,12,19,20,25,22,10,11,0,0,9,9,13,9,0,19,15,0,0,26,7,0,0,0,14,9,12,11,38,6,23,8,9,
14,27,9,0,0,10,0,10,7,22,17,0,26,10,11,23,17,0,8,0,13,12,0,9,15,9,0,40,28,35,0,15,12,0,0,22,0,26,0,0,11,50,0,0,17,17,12,0,25,23,0,11,12,12,13,0,0,12,33,12,10,26,0,13,22,0,8,15,9,11,29,0,0,22,22,24,0,10,15,0,0,10,7,0,0,11,11,0,8,16,18,0,0,7,26,0,0,9,0,0,
0,0,0,7,16,0,18,0,8,0,8,32,23,13,21,9,23,23,12,9,0,22,25,9,12,0,0,38,23,0,0,25,0,0,8,0,11,0,11,24,0,12,14,0,21,25,23,8,18,21,0,27,24,0,33,0,24,0,48,0,0,10,0,10,8,13,20,0,0,15,0,0,11,15,0,14,0,0,0,24,37,29,22,0,0,0,22,14,8,7,0,0,13,8,0,5,12,0,8,42,
7,16,19,31,10,8,0,0,0,11,0,22,9,0,0,0,0,13,19,33,13,24,0,11,50,0,0,24,0,0,0,12,30,0,13,0,0,20,0,0,10,10,17,9,10,0,0,0,23,0,14,0,15,0,0,0,13,20,10,24,0,0,0,16,0,0,0,0,34,7,37,24,34,12,0,11,36,0,29,13,39,12,19,0,10,17,25,5,8,11,11,11,4,39,0,25,0,0,0,9,
6,8,0,0,17,10,15,11,8,10,8,12,0,27,10,12,9,15,21,0,0,0,0,0,9,12,9,8,0,10,16,14,0,0,24,0,10,0,0,21,0,51,10,19,0,0,0,23,16,0,10,12,0,60,10,10,10,20,0,20,40,0,8,10,22,0,0,22,11,12,0,0,24,0,0,0,28,13,0,0,16,0,19,24,0,0,28,0,39,14,10,19,30,12,0,11,5,0,7,18,
24,17,21,0,36,0,31,0,21,0,12,7,0,10,21,0,0,32,0,20,18,0,20,0,6,34,10,0,10,0,11,0,46,42,0,31,0,28,0,9,32,0,21,0,0,0,0,11,11,0,0,20,0,0,0,19,26,9,14,11,0,10,8,0,0,13,0,0,40,22,0,10,0,0,0,9,26,13,0,23,36,0,20,35,9,7,0,0,23,11,0,15,0,10,13,0,18,26,0,12,
31,11,0,0,21,0,0,23,11,10,0,10,0,0,0,10,11,0,8,29,10,0,0,0,19,0,26,10,27,0,0,0,19,0,0,27,9,21,12,0,11,15,10,0,10,0,10,39,22,22,0,0,32,21,17,0,35,10,35,12,42,0,8,0,0,12,34,26,11,12,11,24,8,0,0,0,10,11,31,11,8,0,0,0,0,0,14,0,9,0,22,22,0,29,23,0,0,0,15,20,
7,16,0,0,18,20,19,8,0,13,17,0,9,0,8,0,14,0,0,16,14,13,0,17,9,0,24,12,11,23,0,13,12,0,0,0,9,10,0,11,0,9,10,0,22,27,14,8,0,10,33,26,9,0,0,12,14,0,24,13,24,9,15,10,16,10,28,10,13,48,14,24,0,0,12,27,33,10,0,8,19,19,14,7,26,0,8,0,0,0,37,6,8,0,0,11,0,8,0,14,
0,0,15,0,0,17,11,0,29,0,39,18,12,0,12,0,0,10,11,11,0,0,22,12,0,11,21,24,23,0,12,0,11,0,37,11,10,9,13,23,20,22,0,39,12,0,0,39,10,0,13,0,9,0,22,9,30,34,9,0,0,18,45,10,0,9,13,17,18,12,0,0,0,0,0,8,14,9,15,0,0,0,15,0,17,6,19,0,0,12,0,16,10,21,24,6,0,0,8,24,
7,8,8,9,0,20,41,9,20,0,25,21,31,7,11,11,10,0,13,20,0,39,23,27,15,0,10,14,9,0,0,10,9,0,27,0,9,53,9,27,9,9,0,12,61,12,0,0,35,0,24,0,0,10,0,13,10,0,0,0,13,27,25,0,12,0,0,11,0,0,0,9,0,0,0,7,14,0,12,34,15,0,15,25,0,16,0,0,15,0,12,0,11,21,0,4,23,21,11,0,
7,0,0,8,16,0,21,0,0,28,0,12,10,10,0,0,31,13,18,0,0,9,26,0,9,27,21,8,12,22,21,11,0,15,10,0,0,9,28,0,0,11,14,21,12,8,31,22,24,12,13,27,13,0,22,10,0,10,35,0,0,0,0,21,26,21,9,11,0,0,0,11,0,21,35,0,24,36,23,0,10,10,12,0,0,0,13,15,13,0,8,32,0,0,0,5,8,14,0,15,
6,8,0,17,7,0,16,0,21,0,20,9,0,14,10,0,0,0,8,13,7,37,8,0,14,0,17,8,35,0,9,8,28,0,12,0,9,25,9,37,0,8,8,0,10,18,11,8,0,0,16,0,11,9,0,9,0,26,0,29,37,24,0,12,0,17,15,23,0,0,0,11,0,15,27,52,18,24,0,13,28,10,11,0,0,8,0,0,0,24,30,16,10,6,12,0,0,18,13,11,
6,7,17,0,0,9,0,30,14,11,7,27,14,0,11,0,32,9,0,10,13,0,0,10,21,40,20,0,0,0,34,13,0,12,9,13,0,13,0,18,0,12,0,9,0,0,0,12,18,12,46,9,10,0,14,0,12,0,13,0,13,0,18,26,13,12,26,16,21,0,11,0,34,9,9,0,8,26,16,12,0,7,9,15,16,15,0,34,0,0,17,0,21,10,15,26,19,11,0,0,
7,8,0,9,0,0,8,10,11,10,8,0,21,9,0,11,26,0,8,21,10,8,0,0,9,26,32,0,15,16,13,37,0,0,11,23,9,11,13,8,0,31,0,0,10,0,0,23,13,13,0,9,13,8,0,53,0,28,14,0,23,12,52,14,14,0,0,12,32,0,10,0,0,0,0,0,0,36,21,0,12,33,12,0,29,48,34,0,15,11,0,12,11,16,7,19,0,8,0,0,
0,7,0,8,7,18,0,31,0,11,0,0,29,10,19,0,24,39,0,10,39,42,0,28,11,21,13,13,46,0,11,12,0,9,0,0,0,11,0,0,15,13,28,0,0,0,0,14,10,12,14,0,9,0,10,13,0,0,22,34,10,28,0,21,12,8,8,0,47,0,0,8,0,0,0,22,11,12,0,11,0,15,20,0,8,21,30,0,11,21,21,12,13,8,0,5,0,0,8,17,
15,0,9,18,8,18,12,0,7,8,0,23,21,0,36,22,13,8,0,10,14,0,11,27,29,38,11,21,35,9,0,0,18,0,16,19,9,0,12,0,24,0,35,0,0,0,0,33,41,0,0,0,0,11,8,33,20,0,0,9,9,0,14,18,0,33,9,0,9,0,9,8,19,9,10,0,0,19,11,10,32,0,14,0,6,11,10,12,8,0,0,0,0,37,0,0,28,6,4,0,
0,0,0,0,0,15,0,8,0,8,10,19,0,0,0,0,9,8,9,14,29,13,10,24,23,0,21,19,13,18,13,0,29,18,0,11,0,0,13,0,11,12,0,25,27,27,11,20,17,17,14,34,25,27,12,23,0,25,21,12,41,0,8,25,20,13,8,0,9,10,9,0,0,0,0,14,0,7,15,0,0,6,9,20,12,38,14,37,0,0,15,0,10,19,0,10,0,8,0,0,
0,7,8,19,18,0,0,0,0,10,0,9,0,0,21,20,8,12,20,0,12,42,0,0,0,41,49,0,14,11,36,0,0,0,20,14,10,0,0,11,0,0,12,14,11,0,0,8,57,17,31,13,0,0,0,0,16,0,0,21,0,33,0,0,0,15,11,21,35,33,10,10,13,8,7,0,0,0,22,16,0,0,7,28,20,0,17,13,23,9,0,18,13,30,0,34,0,0,0,12,
6,8,8,0,0,0,0,0,0,9,11,0,0,9,28,24,0,0,19,41,31,14,10,26,10,13,29,0,13,8,0,20,7,40,13,27,0,20,0,12,0,22,12,29,11,22,0,26,33,0,0,15,10,0,0,0,0,22,0,0,0,9,14,0,0,18,8,0,13,36,14,0,9,12,0,0,0,11,12,0,26,21,0,15,8,0,8,0,21,18,11,0,37,13,13,29,16,15,5,6,
0,15,0,17,0,0,11,0,10,9,0,20,11,0,0,28,0,25,9,21,24,22,0,12,29,0,31,28,0,0,12,34,23,0,26,23,0,23,0,0,23,10,0,10,24,0,0,0,22,21,0,9,12,36,0,7,32,0,0,0,13,10,0,0,0,19,12,15,12,0,0,13,17,13,0,0,21,11,10,17,0,0,25,0,24,0,8,29,0,13,0,20,0,37,0,0,35,16,0,12,
0,7,0,8,16,19,9,10,0,0,0,19,9,11,0,0,9,23,0,8,16,19,24,0,14,10,10,29,11,0,10,0,0,24,12,0,12,12,0,20,16,9,13,7,27,11,15,9,0,11,0,0,20,12,0,33,0,7,15,0,0,17,0,15,12,0,24,10,10,26,0,13,32,12,11,8,0,22,12,0,0,34,29,40,20,0,0,0,7,23,0,9,15,9,34,27,9,0,11,16,
23,0,10,8,0,0,0,10,16,0,0,0,11,0,14,0,0,9,0,0,11,0,0,12,11,18,13,0,23,9,11,0,13,50,23,11,30,28,18,0,0,0,9,26,23,0,0,21,34,0,38,21,14,10,12,9,10,15,14,22,14,0,0,18,0,13,35,10,9,0,21,0,0,45,38,0,14,7,0,13,37,0,0,0,10,0,12,18,0,15,21,11,0,34,10,14,0,6,13,0,
7,8,0,26,0,8,9,9,26,0,9,11,12,49,0,0,13,0,33,12,0,8,0,0,0,0,0,26,0,8,14,26,12,10,11,0,0,18,0,29,18,0,21,9,14,10,0,25,23,8,0,25,14,0,12,0,14,9,9,0,0,12,11,13,0,16,8,21,0,9,0,33,23,0,0,0,8,22,13,13,48,20,14,9,6,0,38,38,7,31,16,12,11,16,0,0,0,0,10,7,
22,0,19,9,22,0,20,0,22,0,10,8,23,0,0,0,19,0,0,0,9,11,0,17,8,0,36,8,21,0,35,12,45,10,0,12,0,0,9,11,18,0,26,10,0,17,39,12,23,11,17,0,21,0,0,0,0,24,0,8,16,8,0,7,12,9,0,14,0,0,8,0,11,15,11,0,0,18,20,0,40,36,21,12,11,11,33,0,8,0,12,14,0,24,17,16,6,35,5,0,
15,16,0,20,0,0,0,10,10,0,0,21,0,0,20,10,32,0,24,0,8,36,26,20,22,14,18,13,0,0,0,0,0,21,20,46,38,23,0,13,10,0,10,21,9,0,24,6,0,37,0,0,14,9,0,25,28,0,24,0,11,27,0,19,0,19,27,0,11,0,23,0,10,18,0,27,10,0,9,0,18,0,16,19,0,0,0,11,0,0,11,8,10,0,5,9,0,17,26,0,
13,9,10,29,8,0,21,10,0,0,42,19,0,0,0,9,50,0,11,11,11,9,0,21,9,0,25,0,11,11,30,0,0,13,16,0,0,0,33,10,37,0,15,0,0,0,7,13,10,0,0,18,20,0,28,10,9,9,11,28,16,35,9,12,20,0,23,0,0,8,0,12,12,0,24,8,0,19,14,11,35,10,20,10,0,0,0,6,0,11,31,17,0,0,0,14,0,10,7,8,
21,0,9,10,8,19,0,20,18,0,12,7,13,0,21,9,11,24,0,23,0,13,14,0,21,22,10,0,16,0,0,13,0,14,62,15,0,9,36,0,11,22,0,0,0,14,22,22,14,7,14,0,0,25,22,14,25,0,18,11,9,31,0,0,13,16,29,12,0,14,34,0,9,33,0,0,0,10,0,0,19,8,0,20,0,9,0,9,0,20,0,9,0,11,16,0,0,13,0,27,
0,7,0,26,10,9,0,0,11,0,8,33,18,0,10,8,0,0,11,0,18,0,23,9,10,0,19,27,0,10,13,19,15,25,32,0,11,0,0,0,26,0,32,14,15,10,21,0,7,25,20,0,6,12,14,0,21,0,11,31,21,11,18,0,14,10,0,0,0,0,13,9,33,36,14,15,20,0,23,7,11,11,14,21,9,0,0,0,0,11,15,0,27,0,11,13,11,31,0,12,
15,0,0,8,48,19,0,0,11,23,10,18,23,0,10,9,0,14,8,0,12,24,12,12,12,0,9,12,15,10,22,24,0,0,26,20,21,16,11,0,0,20,34,11,13,13,27,0,11,0,0,0,33,9,0,8,15,0,37,0,16,0,12,0,0,0,11,0,0,21,0,0,20,0,17,41,10,0,23,25,14,12,7,16,23,9,0,8,24,0,0,15,10,0,11,13,19,0,0,0,
6,0,17,9,8,10,0,0,0,0,9,26,0,0,9,26,7,0,0,0,23,0,25,9,0,11,0,12,12,0,0,12,22,10,0,13,22,17,0,0,0,8,0,22,8,0,0,46,0,9,18,40,8,35,12,15,13,9,14,0,0,9,16,0,11,9,0,14,7,24,0,33,11,26,10,9,23,0,0,8,0,0,15,14,23,28,45,0,20,12,20,0,27,27,24,0,0,6,0,22,
6,0,8,17,10,30,8,12,0,0,9,0,10,10,0,0,0,0,0,0,12,0,9,22,21,21,0,29,0,31,10,10,14,9,16,11,0,0,20,0,24,10,11,11,23,0,12,52,7,17,0,10,11,0,17,20,9,28,11,0,12,0,0,0,17,0,0,20,0,0,11,0,12,11,21,14,18,0,18,12,23,9,12,20,21,25,16,11,23,9,0,24,0,12,0,20,16,26,18,13,
0,0,15,9,18,9,20,10,0,0,0,30,21,14,10,0,0,0,0,0,19,0,19,0,0,20,9,40,20,0,0,0,9,9,25,22,12,0,0,41,10,11,0,30,0,8,27,0,0,26,14,0,0,21,24,0,22,24,22,0,0,14,19,14,22,7,0,14,0,0,36,27,22,11,0,9,26,0,0,27,0,0,0,39,26,13,24,0,7,0,19,17,0,22,8,15,0,0,0,0,
6,16,0,8,8,0,9,0,9,9,11,19,0,0,0,0,0,44,0,9,0,8,0,0,21,8,30,10,0,11,0,10,0,0,10,20,13,39,0,14,0,11,0,26,0,9,36,35,0,29,15,0,9,0,8,15,0,8,0,19,31,8,0,0,23,11,34,10,41,30,0,0,27,19,10,0,0,20,27,0,14,11,8,39,0,0,40,8,0,0,0,11,0,0,13,15,5,5,14,19,
0,0,0,0,7,7,17,10,8,8,26,0,8,10,9,9,25,18,31,9,11,0,10,9,26,18,19,0,0,11,26,0,0,12,12,22,0,15,0,0,10,0,7,20,37,10,14,0,14,52,0,0,14,12,28,0,13,13,9,0,0,30,12,0,0,11,12,15,14,0,0,0,0,11,23,0,0,29,20,11,42,0,9,13,21,14,13,0,0,16,10,27,14,10,20,9,0,9,9,11,
7,0,8,8,18,49,18,24,0,28,20,0,29,10,10,0,0,0,34,20,0,0,18,7,11,29,10,10,0,0,35,0,20,11,13,33,22,0,11,0,8,0,0,21,21,0,0,0,21,10,0,31,18,11,26,8,13,0,0,0,0,0,13,9,9,43,0,10,24,0,0,0,34,18,0,0,0,9,12,12,10,0,9,26,19,16,15,0,9,13,32,12,9,0,0,9,11,20,0,0,
15,0,0,0,0,9,19,0,0,7,10,45,11,12,0,21,0,11,0,12,9,24,0,19,8,28,8,13,11,0,25,0,0,33,13,12,23,0,0,0,21,0,14,0,11,0,24,15,0,0,12,16,20,22,14,10,12,12,11,22,20,0,10,46,9,24,10,19,28,10,8,28,21,14,25,19,0,0,11,0,0,10,11,0,19,12,8,8,0,18,11,0,20,28,0,0,0,0,9,0,
0,0,0,0,0,14,17,9,20,0,0,22,18,8,7,26,11,11,0,9,22,14,0,30,20,0,10,16,29,24,11,21,24,11,10,0,0,16,0,21,34,0,16,20,23,8,23,0,0,0,27,40,0,16,0,0,51,24,0,11,10,16,0,0,0,7,0,15,0,10,13,0,34,0,10,23,15,0,0,8,31,22,0,22,0,15,0,11,0,0,0,0,11,15,0,0,3,18,18,0,
0,0,7,8,0,17,19,10,0,25,12,21,0,33,10,22,17,9,0,11,0,0,33,0,19,24,0,0,0,12,0,35,23,0,11,23,8,0,13,0,14,8,13,37,23,15,0,0,10,19,14,11,0,9,0,0,10,0,17,16,0,20,8,24,13,16,26,7,0,18,11,0,10,0,27,11,0,15,0,23,10,0,23,17,9,8,0,13,0,7,10,20,26,21,20,0,6,8,10,9,
7,8,54,0,9,8,0,18,12,0,12,25,11,9,29,28,0,0,10,23,13,11,0,12,0,0,18,11,12,12,20,9,0,0,12,0,0,9,20,0,7,18,0,17,13,11,12,0,14,16,16,34,15,0,0,0,0,0,23,32,0,0,8,14,9,15,21,0,0,31,36,0,13,20,16,9,13,8,29,0,0,15,0,23,11,16,12,30,28,10,9,0,0,22,5,0,0,0,11,0,
0,6,26,0,0,7,0,0,11,0,0,28,0,8,0,0,29,23,0,0,11,9,14,9,0,0,0,0,13,9,29,0,15,15,0,0,11,9,23,15,21,13,23,14,11,13,19,0,0,0,0,41,0,0,0,26,0,0,32,48,12,0,0,13,0,16,19,11,11,13,32,42,0,0,38,43,9,0,0,26,10,0,19,0,15,0,22,0,25,12,0,10,9,0,0,19,6,0,16,0,
0,7,8,16,17,13,9,20,19,10,9,0,17,53,0,10,10,0,20,56,0,31,0,19,11,12,9,8,11,13,0,25,24,15,0,32,0,20,0,0,0,10,0,13,0,0,0,19,0,0,0,13,0,0,0,7,13,8,0,0,24,19,0,25,13,0,15,0,12,0,20,21,0,27,0,23,0,23,14,13,20,0,0,0,0,0,9,70,17,6,0,0,0,0,22,15,15,14,0,16,
7,15,28,11,9,0,21,21,21,0,0,19,10,8,0,14,32,23,0,42,10,21,16,10,9,13,33,0,9,9,0,11,27,15,7,0,0,21,9,0,17,12,0,9,0,0,12,0,12,27,23,18,12,14,16,21,0,9,0,0,31,10,0,20,13,17,9,0,12,8,25,11,0,23,0,21,10,11,6,12,0,10,21,0,0,15,0,0,16,10,0,0,0,0,8,7,21,11,18,0,
0,0,14,27,8,22,0,31,0,0,11,0,0,9,7,0,0,22,13,0,0,27,0,11,24,31,9,30,0,9,22,8,15,13,12,20,0,0,31,0,21,10,21,27,9,13,0,34,13,19,10,38,0,0,17,0,7,0,0,0,24,0,21,31,10,12,0,27,22,9,22,27,0,17,11,23,14,0,16,9,0,8,0,0,12,0,11,23,10,0,0,25,20,0,0,16,0,9,0,6,
7,0,0,0,8,9,10,0,8,0,30,32,8,0,19,9,0,0,0,29,9,0,24,0,9,9,0,22,17,9,10,16,37,9,0,32,10,0,11,26,23,10,8,0,0,37,25,0,0,0,8,24,0,11,0,0,23,46,25,14,0,0,13,10,11,0,0,11,8,16,27,0,0,0,46,0,9,9,16,12,0,14,11,8,23,0,0,0,30,0,0,0,8,19,37,17,20,16,14,6,
0,23,10,0,10,0,10,9,0,41,0,0,9,0,10,19,24,12,9,14,0,24,20,0,18,27,14,0,13,12,0,9,26,0,31,0,25,12,25,8,20,11,0,12,0,10,13,0,38,21,37,18,13,10,15,0,0,0,0,14,8,0,14,0,36,0,8,13,0,13,9,0,24,0,0,10,9,0,23,11,0,11,0,12,8,25,24,0,8,0,9,40,12,0,9,0,9,8,23,0,
15,17,27,31,7,0,10,8,0,0,0,0,14,0,21,0,0,13,12,9,12,0,9,31,0,11,0,11,0,9,0,22,26,0,10,23,15,30,0,0,10,24,11,22,0,17,15,10,12,22,0,0,0,11,0,21,0,20,9,22,11,11,12,0,0,0,14,17,0,30,0,14,24,28,0,10,22,21,10,24,11,0,0,8,15,13,16,9,0,11,5,14,24,29,14,8,0,23,8,0,
0,7,16,0,0,0,8,9,8,0,9,10,31,0,11,33,0,0,11,23,21,26,11,0,22,18,18,13,38,11,0,8,12,8,25,22,12,10,8,0,27,0,0,14,0,10,0,21,0,22,22,0,27,0,0,10,10,10,0,42,16,20,23,13,12,28,13,11,26,0,0,8,0,18,11,0,0,0,0,38,11,0,0,9,18,0,21,12,6,43,0,14,0,0,6,0,16,12,0,5,
6,16,10,0,7,28,0,20,24,19,0,0,10,17,20,9,0,0,0,23,12,29,12,0,0,9,28,0,20,0,9,0,20,16,0,25,7,23,21,25,0,0,0,32,11,21,40,0,12,0,0,11,0,0,0,13,10,25,0,7,7,9,9,0,18,0,0,13,16,25,0,23,0,0,8,0,0,13,0,13,0,25,12,0,41,28,39,0,0,0,0,22,36,6,33,0,13,13,7,14,
6,8,0,9,0,10,16,20,13,31,0,0,9,10,10,19,9,25,13,10,11,0,32,13,0,11,0,0,0,25,30,0,25,0,11,0,11,36,22,0,0,9,11,26,11,0,12,24,19,0,16,15,0,39,7,0,0,11,11,35,24,0,11,0,0,0,0,58,23,0,0,0,0,11,22,14,12,0,36,17,13,0,8,10,20,15,11,10,0,17,0,18,15,8,0,13,0,0,7,0,
0,15,0,0,9,8,0,20,9,11,20,0,10,20,0,0,21,0,0,8,15,22,0,22,8,11,14,0,24,10,13,0,0,0,0,14,9,0,25,43,0,0,0,11,15,0,0,13,0,15,11,10,0,25,12,19,13,29,15,15,10,19,54,10,14,7,13,25,10,10,20,11,14,0,8,24,0,12,0,0,0,0,9,21,9,11,0,27,25,20,14,0,0,14,27,9,0,22,0,0,
7,26,16,0,10,20,7,0,11,0,16,14,14,18,9,34,15,10,12,9,68,0,23,0,21,0,24,8,14,30,0,0,17,17,0,23,29,21,20,0,10,10,13,9,15,0,9,13,8,0,32,13,0,20,0,19,12,14,0,0,8,0,11,0,22,12,12,13,7,12,0,21,6,0,45,26,17,0,0,0,11,8,0,0,6,0,0,9,0,0,0,0,0,11,21,19,0,0,0,4,
7,23,0,11,0,9,17,10,25,21,17,0,9,0,14,11,0,37,11,12,28,9,18,13,0,0,12,0,0,0,0,0,32,0,0,13,0,17,0,10,10,30,13,22,43,0,0,0,26,0,0,0,24,23,0,9,21,23,51,8,22,0,26,30,27,0,0,23,0,37,0,14,12,14,0,0,30,0,23,19,0,20,0,0,11,0,9,0,0,0,0,0,25,13,0,0,4,0,12,21,
7,7,9,18,0,20,20,33,10,20,0,0,32,0,0,12,22,0,22,9,0,22,32,0,0,9,10,0,27,10,0,0,13,21,29,0,40,16,24,11,0,0,32,14,31,8,0,0,0,0,33,18,9,25,31,26,0,17,8,0,0,14,6,35,0,0,0,10,0,15,13,14,9,0,9,0,0,11,12,8,0,22,0,0,0,0,11,0,12,0,33,13,0,10,0,5,14,16,10,8,
7,8,35,0,18,0,33,0,0,0,20,11,8,20,13,0,17,18,0,13,0,20,0,13,12,0,9,9,0,0,32,8,13,34,31,14,0,0,0,28,0,22,24,0,8,0,14,0,0,14,9,23,11,38,14,0,0,13,0,0,15,0,18,0,0,13,0,20,7,0,20,9,0,0,17,0,0,12,12,0,0,39,0,42,10,19,20,0,0,10,11,29,15,21,18,14,16,13,9,17,
7,15,0,0,20,0,0,12,9,0,0,0,0,8,9,10,0,17,9,21,16,0,0,0,11,0,13,8,10,0,22,23,10,25,43,15,0,0,12,0,12,12,17,38,0,11,0,22,0,0,65,0,0,0,0,10,38,11,15,11,0,12,0,12,18,0,36,51,0,40,16,22,9,0,20,12,11,35,0,9,0,12,0,0,7,7,38,12,19,14,17,0,0,9,10,6,0,0,0,24,
7,16,9,10,9,0,0,0,9,0,10,10,23,0,16,0,31,10,10,0,22,12,0,8,13,0,10,11,0,19,11,23,47,0,13,0,0,23,10,25,0,0,0,0,7,0,0,13,0,11,35,0,32,22,12,21,39,8,14,31,0,0,66,8,0,10,27,0,28,10,19,0,0,0,15,0,30,8,14,0,0,22,6,19,0,12,13,10,15,11,6,0,22,0,11,18,0,17,9,8,
7,0,0,0,16,16,0,0,16,26,28,11,9,0,21,10,0,0,0,24,0,0,0,11,21,15,0,12,0,9,37,7,28,12,24,29,0,24,0,0,0,16,7,29,0,0,13,13,0,27,37,9,0,0,12,14,14,9,0,9,0,0,25,23,31,6,11,10,0,0,11,19,13,10,26,0,15,44,15,17,0,14,5,12,29,0,0,9,0,0,0,10,11,0,0,0,24,8,20,0,
0,7,7,9,0,0,25,0,9,19,8,0,9,0,26,21,15,8,0,11,19,18,0,0,9,50,0,0,0,9,20,0,0,0,14,17,37,27,11,24,13,23,10,7,21,13,19,10,29,38,16,6,16,9,10,7,15,11,0,0,17,14,0,0,0,34,21,10,0,0,40,0,0,7,13,0,0,0,9,10,35,17,0,16,0,6,10,10,19,0,0,18,0,11,0,22,0,8,7,22,
15,0,0,9,0,8,8,11,20,21,9,0,0,21,9,18,0,26,10,33,0,0,11,0,25,19,19,21,21,22,0,20,10,0,35,0,0,29,10,18,27,12,0,13,0,12,13,0,35,0,0,27,0,13,8,19,0,21,16,13,13,17,0,19,14,13,0,0,7,17,0,0,25,14,0,0,15,0,17,24,22,0,0,9,0,20,22,0,15,19,0,9,0,0,0,8,19,6,10,0,
0,7,0,0,0,0,8,9,9,0,10,10,8,0,23,10,10,19,14,22,12,29,10,0,11,0,0,8,14,11,13,10,10,27,11,0,25,23,12,24,0,19,16,0,19,13,25,32,17,10,45,8,27,10,7,13,14,0,25,41,8,38,0,21,0,10,12,14,0,0,9,14,8,0,0,10,25,12,12,8,17,0,0,12,0,0,25,14,0,0,14,0,10,10,0,0,8,18,6,0,
0,23,0,0,0,0,10,20,0,29,0,0,54,0,17,0,35,8,13,0,9,28,0,24,0,23,0,23,0,8,0,12,0,38,32,14,16,18,10,0,10,39,12,31,0,23,0,0,0,13,27,0,0,0,0,11,14,25,9,0,30,29,22,26,8,8,0,0,0,14,16,18,13,0,35,8,0,0,0,9,12,14,0,0,0,0,12,10,6,8,16,0,0,8,23,8,0,17,11,15,
7,23,10,19,20,9,13,0,0,21,12,19,18,0,0,14,0,20,21,13,0,24,0,0,0,11,32,0,28,0,21,9,7,11,17,7,0,0,17,8,0,0,12,11,0,0,10,27,0,0,14,12,23,0,32,11,10,47,0,14,0,0,0,17,13,0,0,0,19,27,18,13,23,14,12,41,14,22,24,9,20,23,11,0,12,12,28,0,8,0,0,0,0,21,9,0,0,9,7,0,
0,0,7,0,0,8,9,0,0,0,0,0,0,0,8,0,19,19,0,0,10,30,0,9,0,13,0,0,36,11,11,0,20,10,15,0,0,45,18,47,8,0,0,34,9,14,0,9,11,11,12,10,17,10,0,0,0,14,56,31,0,27,23,0,0,10,21,26,39,42,59,0,12,5,29,0,9,19,9,15,0,0,12,12,6,11,11,0,0,11,0,33,0,9,7,9,0,10,0,17,
