optimized 0 3
optimized 1 3
optimized 4 9
optimized 5 9
optimized 6 11
optimized 8 11
optimized 12 16
optimized 13 16
optimized 15 20
optimized 18 20
optimized 17 23
optimized 24 27
optimized 25 27
optimized 28 32
optimized 33 38
optimized 34 38
optimized 35 42
optimized 37 42
optimized 44 50
optimized 46 50
optimized 54 51
optimized 56 62
optimized 58 62
optimized 68 39
optimized 69 74
optimized 70 74
optimized 78 75
optimized 73 82
optimized 86 83
optimized 87 90
optimized 88 90
optimized 81 94
optimized 92 94
optimized 71 96
optimized 91 96
optimized 0 5
optimized 0 7
optimized 0 9
optimized 1 5
optimized 1 7
optimized 1 9
optimized 2 5
optimized 2 7
optimized 2 9
optimized 3 5
optimized 3 7
optimized 3 9
optimized 6 13
optimized 6 14
optimized 6 16
optimized 8 13
optimized 8 14
optimized 8 16
optimized 10 13
optimized 10 14
optimized 10 16
optimized 11 13
optimized 11 14
optimized 11 16
optimized 15 22
optimized 15 21
optimized 15 23
optimized 18 23
optimized 18 22
optimized 19 23
optimized 19 22
optimized 20 23
optimized 20 22
optimized 24 30
optimized 24 29
optimized 24 32
optimized 25 30
optimized 25 29
optimized 25 32
optimized 26 30
optimized 26 29
optimized 26 32
optimized 27 30
optimized 27 29
optimized 27 32
optimized 33 37
optimized 33 40
optimized 33 42
optimized 34 37
optimized 34 40
optimized 34 42
optimized 36 40
optimized 36 42
optimized 38 35
optimized 38 42
optimized 44 53
optimized 44 52
optimized 44 54
optimized 46 53
optimized 46 52
optimized 46 54
optimized 48 53
optimized 48 52
optimized 48 54
optimized 50 53
optimized 50 52
optimized 50 54
optimized 56 66
optimized 56 63
optimized 58 66
optimized 58 63
optimized 60 66
optimized 60 63
optimized 62 64
optimized 62 66
optimized 39 70
optimized 39 72
optimized 39 74
optimized 41 70
optimized 41 72
optimized 41 74
optimized 67 70
optimized 67 72
optimized 67 74
optimized 68 70
optimized 68 72
optimized 68 74
optimized 75 82
optimized 75 80
optimized 76 82
optimized 76 80
optimized 77 82
optimized 77 80
optimized 78 82
optimized 78 80
optimized 83 88
optimized 83 89
optimized 83 90
optimized 84 88
optimized 84 89
optimized 84 90
optimized 85 88
optimized 85 89
optimized 85 90
optimized 86 88
optimized 86 89
optimized 86 90
optimized 81 95
optimized 81 96
optimized 92 71
optimized 92 96
optimized 93 96
optimized 94 96
optimized 0 8
optimized 0 10
optimized 0 11
optimized 0 12
optimized 0 13
optimized 0 14
optimized 0 16
optimized 1 8
optimized 1 10
optimized 1 11
optimized 1 12
optimized 1 13
optimized 1 14
optimized 1 16
optimized 2 8
optimized 2 10
optimized 2 11
optimized 2 12
optimized 2 13
optimized 2 14
optimized 2 16
optimized 3 8
optimized 3 10
optimized 3 11
optimized 3 12
optimized 3 13
optimized 3 14
optimized 3 16
optimized 4 8
optimized 4 10
optimized 4 11
optimized 4 12
optimized 4 13
optimized 4 14
optimized 4 16
optimized 5 8
optimized 5 10
optimized 5 11
optimized 5 12
optimized 5 13
optimized 5 14
optimized 5 16
optimized 7 10
optimized 7 11
optimized 7 12
optimized 7 13
optimized 7 14
optimized 7 16
optimized 9 6
optimized 9 11
optimized 9 12
optimized 9 13
optimized 9 14
optimized 9 16
optimized 15 25
optimized 15 26
optimized 15 27
optimized 15 28
optimized 15 30
optimized 15 29
optimized 15 32
optimized 17 25
optimized 17 26
optimized 17 27
optimized 17 28
optimized 17 30
optimized 17 29
optimized 17 32
optimized 18 25
optimized 18 26
optimized 18 27
optimized 18 28
optimized 18 30
optimized 18 29
optimized 18 32
optimized 19 25
optimized 19 26
optimized 19 27
optimized 19 28
optimized 19 30
optimized 19 29
optimized 19 32
optimized 20 25
optimized 20 26
optimized 20 27
optimized 20 28
optimized 20 30
optimized 20 29
optimized 20 32
optimized 21 25
optimized 21 26
optimized 21 27
optimized 21 28
optimized 21 30
optimized 21 29
optimized 21 32
optimized 22 25
optimized 22 26
optimized 22 27
optimized 22 28
optimized 22 30
optimized 22 29
optimized 22 32
optimized 23 25
optimized 23 26
optimized 23 27
optimized 23 28
optimized 23 30
optimized 23 29
optimized 23 32
optimized 33 46
optimized 33 48
optimized 33 50
optimized 33 51
optimized 33 53
optimized 33 52
optimized 33 54
optimized 34 46
optimized 34 48
optimized 34 50
optimized 34 51
optimized 34 53
optimized 34 52
optimized 34 54
optimized 35 46
optimized 35 48
optimized 35 50
optimized 35 51
optimized 35 53
optimized 35 52
optimized 35 54
optimized 36 46
optimized 36 48
optimized 36 50
optimized 36 51
optimized 36 53
optimized 36 52
optimized 36 54
optimized 37 46
optimized 37 48
optimized 37 50
optimized 37 51
optimized 37 53
optimized 37 52
optimized 37 54
optimized 38 46
optimized 38 48
optimized 38 50
optimized 38 51
optimized 38 53
optimized 38 52
optimized 38 54
optimized 40 46
optimized 40 48
optimized 40 50
optimized 40 51
optimized 40 53
optimized 40 52
optimized 40 54
optimized 42 46
optimized 42 48
optimized 42 50
optimized 42 51
optimized 42 53
optimized 42 52
optimized 42 54
optimized 56 59
optimized 58 55
optimized 58 65
optimized 60 55
optimized 60 57
optimized 66 59
optimized 39 80
optimized 39 79
optimized 39 82
optimized 39 75
optimized 41 80
optimized 41 79
optimized 41 82
optimized 41 75
optimized 67 80
optimized 67 79
optimized 67 82
optimized 67 75
optimized 68 80
optimized 68 79
optimized 68 82
optimized 68 75
optimized 69 80
optimized 69 79
optimized 69 82
optimized 69 75
optimized 70 80
optimized 70 79
optimized 70 82
optimized 70 75
optimized 72 80
optimized 72 79
optimized 72 82
optimized 72 75
optimized 74 77
optimized 74 76
optimized 74 78
optimized 74 79
optimized 74 82
optimized 74 80
optimized 83 95
optimized 83 96
optimized 83 92
optimized 84 95
optimized 84 96
optimized 84 92
optimized 85 95
optimized 85 96
optimized 85 92
optimized 86 95
optimized 86 96
optimized 86 92
optimized 87 95
optimized 87 96
optimized 87 92
optimized 88 95
optimized 88 96
optimized 88 92
optimized 89 95
optimized 89 96
optimized 89 92
optimized 90 95
optimized 90 96
optimized 90 92
optimized 0 18
optimized 0 19
optimized 0 20
optimized 0 17
optimized 0 22
optimized 0 21
optimized 0 23
optimized 0 24
optimized 0 25
optimized 0 26
optimized 0 27
optimized 0 28
optimized 0 30
optimized 0 29
optimized 0 32
optimized 1 18
optimized 1 19
optimized 1 20
optimized 1 17
optimized 1 22
optimized 1 21
optimized 1 23
optimized 1 24
optimized 1 25
optimized 1 26
optimized 1 27
optimized 1 28
optimized 1 30
optimized 1 29
optimized 1 32
optimized 2 18
optimized 2 19
optimized 2 20
optimized 2 17
optimized 2 22
optimized 2 21
optimized 2 23
optimized 2 24
optimized 2 25
optimized 2 26
optimized 2 27
optimized 2 28
optimized 2 30
optimized 2 29
optimized 2 32
optimized 3 18
optimized 3 19
optimized 3 20
optimized 3 17
optimized 3 22
optimized 3 21
optimized 3 23
optimized 3 24
optimized 3 25
optimized 3 26
optimized 3 27
optimized 3 28
optimized 3 30
optimized 3 29
optimized 3 32
optimized 4 18
optimized 4 19
optimized 4 20
optimized 4 17
optimized 4 22
optimized 4 21
optimized 4 23
optimized 4 24
optimized 4 25
optimized 4 26
optimized 4 27
optimized 4 28
optimized 4 30
optimized 4 29
optimized 4 32
optimized 5 18
optimized 5 19
optimized 5 20
optimized 5 17
optimized 5 22
optimized 5 21
optimized 5 23
optimized 5 24
optimized 5 25
optimized 5 26
optimized 5 27
optimized 5 28
optimized 5 30
optimized 5 29
optimized 5 32
optimized 6 18
optimized 6 19
optimized 6 20
optimized 6 17
optimized 6 22
optimized 6 21
optimized 6 23
optimized 6 24
optimized 6 25
optimized 6 26
optimized 6 27
optimized 6 28
optimized 6 30
optimized 6 29
optimized 6 32
optimized 7 18
optimized 7 19
optimized 7 20
optimized 7 17
optimized 7 22
optimized 7 21
optimized 7 23
optimized 7 24
optimized 7 25
optimized 7 26
optimized 7 27
optimized 7 28
optimized 7 30
optimized 7 29
optimized 7 32
optimized 8 18
optimized 8 19
optimized 8 20
optimized 8 17
optimized 8 22
optimized 8 21
optimized 8 23
optimized 8 24
optimized 8 25
optimized 8 26
optimized 8 27
optimized 8 28
optimized 8 30
optimized 8 29
optimized 8 32
optimized 9 18
optimized 9 19
optimized 9 20
optimized 9 17
optimized 9 22
optimized 9 21
optimized 9 23
optimized 9 24
optimized 9 25
optimized 9 26
optimized 9 27
optimized 9 28
optimized 9 30
optimized 9 29
optimized 9 32
optimized 10 18
optimized 10 19
optimized 10 20
optimized 10 17
optimized 10 22
optimized 10 21
optimized 10 23
optimized 10 24
optimized 10 25
optimized 10 26
optimized 10 27
optimized 10 28
optimized 10 30
optimized 10 29
optimized 10 32
optimized 11 18
optimized 11 19
optimized 11 20
optimized 11 17
optimized 11 22
optimized 11 21
optimized 11 23
optimized 11 24
optimized 11 25
optimized 11 26
optimized 11 27
optimized 11 28
optimized 11 30
optimized 11 29
optimized 11 32
optimized 12 18
optimized 12 19
optimized 12 20
optimized 12 17
optimized 12 22
optimized 12 21
optimized 12 23
optimized 12 24
optimized 12 25
optimized 12 26
optimized 12 27
optimized 12 28
optimized 12 30
optimized 12 29
optimized 12 32
optimized 13 18
optimized 13 19
optimized 13 20
optimized 13 17
optimized 13 22
optimized 13 21
optimized 13 23
optimized 13 24
optimized 13 25
optimized 13 26
optimized 13 27
optimized 13 28
optimized 13 30
optimized 13 29
optimized 13 32
optimized 14 18
optimized 14 19
optimized 14 20
optimized 14 17
optimized 14 22
optimized 14 21
optimized 14 23
optimized 14 24
optimized 14 25
optimized 14 26
optimized 14 27
optimized 14 28
optimized 14 30
optimized 14 29
optimized 14 32
optimized 16 22
optimized 16 21
optimized 16 23
optimized 16 18
optimized 16 24
optimized 16 25
optimized 16 26
optimized 16 27
optimized 16 28
optimized 16 30
optimized 16 29
optimized 16 32
optimized 33 45
optimized 33 47
optimized 33 55
optimized 33 56
optimized 34 45
optimized 34 47
optimized 34 55
optimized 34 56
optimized 35 45
optimized 35 47
optimized 35 55
optimized 35 56
optimized 36 45
optimized 36 47
optimized 36 55
optimized 36 56
optimized 37 45
optimized 37 47
optimized 37 55
optimized 37 56
optimized 38 45
optimized 38 47
optimized 38 55
optimized 38 56
optimized 40 45
optimized 40 47
optimized 40 55
optimized 40 56
optimized 42 45
optimized 42 47
optimized 42 55
optimized 42 56
optimized 44 47
optimized 44 55
optimized 44 56
optimized 46 43
optimized 46 49
optimized 46 55
optimized 46 56
optimized 48 43
optimized 48 45
optimized 48 55
optimized 48 56
optimized 50 47
optimized 50 57
optimized 50 59
optimized 50 56
optimized 50 58
optimized 50 60
optimized 51 57
optimized 51 59
optimized 51 56
optimized 51 58
optimized 51 60
optimized 52 57
optimized 52 59
optimized 52 56
optimized 52 58
optimized 52 60
optimized 53 57
optimized 53 59
optimized 53 56
optimized 53 58
optimized 53 60
optimized 54 57
optimized 54 59
optimized 54 56
optimized 54 58
optimized 54 60
optimized 39 91
optimized 39 95
optimized 39 96
optimized 39 81
optimized 39 92
optimized 39 83
optimized 41 91
optimized 41 95
optimized 41 96
optimized 41 81
optimized 41 92
optimized 41 83
optimized 67 91
optimized 67 95
optimized 67 96
optimized 67 81
optimized 67 92
optimized 67 83
optimized 68 91
optimized 68 95
optimized 68 96
optimized 68 81
optimized 68 92
optimized 68 83
optimized 69 91
optimized 69 95
optimized 69 96
optimized 69 81
optimized 69 92
optimized 69 83
optimized 70 91
optimized 70 95
optimized 70 96
optimized 70 81
optimized 70 92
optimized 70 83
optimized 72 92
optimized 72 93
optimized 72 94
optimized 72 91
optimized 72 95
optimized 72 96
optimized 72 83
optimized 73 92
optimized 73 93
optimized 73 94
optimized 73 91
optimized 73 95
optimized 73 96
optimized 73 83
optimized 74 92
optimized 74 93
optimized 74 94
optimized 74 91
optimized 74 95
optimized 74 96
optimized 74 83
optimized 75 92
optimized 75 93
optimized 75 94
optimized 75 91
optimized 75 95
optimized 75 96
optimized 75 83
optimized 76 92
optimized 76 93
optimized 76 94
optimized 76 91
optimized 76 95
optimized 76 96
optimized 76 83
optimized 77 92
optimized 77 93
optimized 77 94
optimized 77 91
optimized 77 95
optimized 77 96
optimized 77 83
optimized 78 92
optimized 78 93
optimized 78 94
